,Publication.Link,Title,Cited.By,Cited.By.Link,X_LLM_Title,X_LLM_Journal,X_LLM_Publisher,X_LLM_Year,X_LLM_Authors,X_LLM_Affiliations,X_LLM_Abstract,X_LLM_Keywords,X_LLM_Funders,X_LLM_Study_Area,X_LLM_Methods,child_authors_and_venue,child_year_guess,child_snippet,child_pdf_link,child_position,X_LLM_SourceUsed,X_LLM_DOI,X_LLM_Authors_Clean,X_LLM_Authors_IDs,X_LLM_Authors_Parsed,Publisher,pub_id,parent_pub_id,count_authors,count_authors_parsed,count_author_ids,Notes,NEW_AUTHORS
73,https://www.researchgate.net/profile/Maryann-Malinconico/publication/384634873_VERY-LOW-GRADE_METAMORPHIC_TRENDS_IN_THE_AROOSTOOK-MATAPEDIA_BELT_OF_NORTHEASTERN_MAINE_USING_GRAPTOLITE_AND_VITRINITE_REFLECTANCE_AND_OTHER_INDICATORS/links/6700405b869f1104c6c65415/VERY-LOW-GRADE-METAMORPHIC-TRENDS-IN-THE-AROOSTOOK-MATAPEDIA-BELT-OF-NORTHEASTERN-MAINE-USING-GRAPTOLITE-AND-VITRINITE-REFLECTANCE-AND-OTHER-INDICATORS.pdf,"Very-low-grade metamorphic trends in the Aroostook-Matapedia belt of northeastern Maine using graptolite and vitrinite reflectance, and other indicators",1,"https://scholar.google.com/scholar?cites=5315132028480443716&as_sdt=5,37&sciodt=0,37&hl=en&num=20","Very-low-grade metamorphic trends in the Aroostook-Matapedia belt of northeastern Maine using graptolite and vitrinite reflectance, and other indicators",NA,ResearchGate (hosted copy),2023,MA Malinconico,NA,"METHODS Most of the graptolite samples used in this study are those collected by David Roy, Boston College (Roy, 1970), William Forbes, University of Maine at Presque Isle …",NA,NA,NA,NA,"MA Malinconico - New England Intercollegiate Geological …, 2023 - researchgate.net",2023,"METHODS Most of the graptolite samples used in this study are those collected by David Roy, Boston College (Roy, 1970), William Forbes, University of Maine at Presque Isle …",https://www.researchgate.net/profile/Maryann-Malinconico/publication/384634873_VERY-LOW-GRADE_METAMORPHIC_TRENDS_IN_THE_AROOSTOOK-MATAPEDIA_BELT_OF_NORTHEASTERN_MAINE_USING_GRAPTOLITE_AND_VITRINITE_REFLECTANCE_AND_OTHER_INDICATORS/links/6700405b869f1104c6c65415/VERY-LOW-GRADE-METAMORPHIC-TRENDS-IN-THE-AROOSTOOK-MATAPEDIA-BELT-OF-NORTHEASTERN-MAINE-USING-GRAPTOLITE-AND-VITRINITE-REFLECTANCE-AND-OTHER-INDICATORS.pdf,7,FromColumns,NA,"Malinconico, M. A.",NA,NA,ResearchGate,401,18,1,0,0,Parsed field lost 1 new author,"Malinconico, MaryAnn Love"
74,https://www.nature.com/articles/s41598-025-00883-w,Integrating mining district data into ecological security pattern identification: a case study of Chenzhou,1,"https://scholar.google.com/scholar?cites=7037736262232733039&as_sdt=400005&sciodt=0,14&hl=en&num=20",Identifying Ecological Security Patterns in Mining Cities: A Case Study of Chenzhou,NA,NA,NA,"J Hui, Y Cheng",NA,"This study proposes a process for identifying ecological security patterns (ESP) in mining cities, integrating landscape risk assessment, remote sensing ecological quality evaluation, and mining district spatial data. We introduce the ecological source index (ECSI) to identify ecological sources in Chenzhou and construct an ecological resistance surface (ERS) by incorporating mining district locations. Using circuit theory, we map key ecological corridors and nodes, establishing the ecological security framework for Chenzhou. Our findings show 2,903 km² of primary ecological sources, 1,735 km² of secondary ES, and 2,124 km² of tertiary ES, along with 90 ecological corridors (1,183.66 km), 22 inactive corridors (983.37 km), 3 major river corridors, 68 pinch points, and 80 barriers. The ecological sources are organized in a “dominant source with multiple subsidiary cores” structure, connected by a “three horizontal and four vertical” corridor network. Ecological sources are primarily located in the east, while corridors, pinch points, and barriers are concentrated in the west. Barriers are mainly urban areas, mining zones, and farmland, while pinch points occur in narrow corridor sections, especially near towns and mining areas. Mining activities cause localized shifts and fragmentation of ecological corridors. We propose recommendations for mining management, such as implementing strict mining approval processes, constructing artificial ecological corridors, and expanding ecological channel boundaries in pinch point clusters. These findings provide essential guidance for ecological restoration and sustainable development in resource-dependent cities.",NA,NA,"Chenzhou, Hunan Province, China",landscape risk assessment; remote sensing ecological quality evaluation; ecological source index (ECSI); ecological resistance surface (ERS); circuit theory,"J Hui, Y Cheng - Scientific Reports, 2025 - nature.com",2025,"Resource-intensive cities face significant ecological challenges due to mining activities, which degrade landscapes, pollute ecosystems, and disrupt ecological security patterns …",https://www.nature.com/articles/s41598-025-00883-w.pdf,1,URL:html,NA,"J Hui, Y. Cheng",535; 199,"Hui, J.; Cheng, Y.",NA,408,24,1,2,2,Reviewed & OK,
75,https://www.nature.com/articles/s41597-024-04095-1,A dataset of geotechnical parameters based on international literature to characterise lithotypes in Italy,1,"https://scholar.google.com/scholar?cites=17294421997809309569&as_sdt=5,48&sciodt=0,48&hl=en&num=20",Geotechnical parameters of rocks and soils: A comprehensive database for slope stability modelling,NA,NA,NA,Bucci et al.,NA,"This study addresses the gap in geological and lithological maps by compiling a comprehensive database of over 2300 geotechnical parameter records. Focusing on cohesion, friction angle, and porosity, we analyse their distributions across different lithotypes, emphasising their significance in slope stability modelling. The collected information was used to associate geotechnical parameters to lithological classes in Italy, providing a dataset useful for slope stability assessment and land management.",geotechnical parameters; cohesion; friction angle; porosity; slope stability,NA,Italy,literature search; descriptive statistics; laboratory tests; field tests; empirical relationships,"N Monte, F Bucci, FA Mevoli, M Santangelo… - Scientific Data, 2024 - nature.com",2024,"Geological and lithological maps provide essential spatial data for various environmental assessments and studies. However, these maps lack detailed quantitative information on the …",https://www.nature.com/articles/s41597-024-04095-1.pdf,8,URL:html,NA,"al., Bailey Et",NA,NA,NA,412,1,1,0,0,Both fields were missing 7 new authors,"Monte, Nunzia; Bucci, Francesco; Mevoli, Federica Angela; Santangelo, Michele; Reichenbach, Paola; Matteo, Lucio Di; Marchesini, Ivan"
76,https://pubs.geoscienceworld.org/gsa/geosphere/article-abstract/19/5/1280/627587,"Rate of E–W extension in the Volcanic Tableland, California (USA): A comparison of strain rates on two different timescales",1,"https://scholar.google.com/scholar?cites=6229438481093517197&as_sdt=40005&sciodt=0,10&hl=en&num=20","Rate of E–W extension in the Volcanic Tableland, California (USA): A comparison of strain rates on two different timescales",NA,GeoScienceWorld,2023,E Salomon,"Friedrich-Alexander-Universität Erlangen-Nürnberg, GeoZentrum Nordbayern, Schlossgarten 5, 91054 Erlangen, Germany",Abstract The Eastern California shear zone (USA) is a broad zone of transtensional deformation related to the relative motion between the Pacific and North American plates …,NA,NA,NA,NA,"E Salomon - Geosphere, 2023 - pubs.geoscienceworld.org",2023,Abstract The Eastern California shear zone (USA) is a broad zone of transtensional deformation related to the relative motion between the Pacific and North American plates …,https://pubs.geoscienceworld.org/gsa/geosphere/article-pdf/19/5/1280/5969099/ges02633.1.pdf,20,FromColumns,10.1130/ges02633.1,"Salomon, E.",NA,NA,GeoScienceWorld,421,1,1,0,0,Both fields were missing 1 new author,"Salomon, Eric"
77,https://archives.datapages.com/data/gcags/data/069/069001/175_gcags690175.htm,"Flow Archives of Hurricane Harvey in Buffalo Bayou, Houston, Texas: Part 2—Hurricane Harvey Archives in Buffalo Bayou Park: A Field Guide",1,"https://scholar.google.com/scholar?cites=7484379731420148229&as_sdt=5,43&sciodt=0,43&hl=en&num=20",Sand peel sculptures created from Hurricane Harvey deposits in Buffalo Bayou,GeoGulf Transactions,NA,2019,Katharine P. Kendall; Ariane Roesch; Andrew Stearns; Carolina Ramon-Duenas; Sarah Meyer; Jerome J. Kendall; Jan-Claire Phillips,NA,"Sand peel sculptures created from Hurricane Harvey deposits in Buffalo Bayou are an artistic and scientific collaboration to capture the natural narrative of the storm in relation to Buffalo Bayou’s water levels, the sediment deposits and human impact.",NA,NA,Buffalo Bayou Park,NA,"KP Kendall, A Roesch, A Stearns, C Ramon-Duenas… - 2019 - archives.datapages.com",2019,"AAPG Datapages/Archives: Flow Archives of Hurricane Harvey in Buffalo Bayou, Houston, Texas: Part 2—Hurricane Harvey Archives in Buffalo Bayou Park: A Field Guide Datapages …",NA,7,URL:html,NA,"Kendall, Katharine P.; Roesch, A. r. i. a. n. e.; Stearns, A. n. d. r. e. w.; Ramon-Duenas, C. a. r. o. l. i. n. a.; Meyer, S. a. r. a. h.; Kendall, Jerome J.; Phillips, Jan-Claire",620; 1002; 1105; 969; 619; 938; 792,"Kendall, Katharine P.; Roesch, Ariane; Stearns, Andrew; Ramon-Duenas, Carolina; Kendall, Jerome J.; Phillips, Jan-Claire; Meyer, S.",NA,435,1,7,6,6,"Parsed field lost existing author 792 (Meyer, S.)",
78,https://link.springer.com/article/10.1007/s12665-019-8123-5,Geological data and outreach methods for designing targeted home radon testing programs,1,"https://scholar.google.com/scholar?cites=1681681275021333347&as_sdt=5,43&sciodt=0,43&hl=en&num=20",Geological data and outreach methods for designing targeted home radon testing programs,Environmental Earth Sciences,Springer Nature,2019,"Connor Y. H. Wu (Department of Geospatial Informatics, College of Arts and Sciences, Troy University, Troy, AL, 36082, USA); Michael Bennett (School of Arts and Sciences, Bluefield State College, Bluefield, WV, 24701, USA); Katherine Fox (Department of Population Health Sciences, Virginia-Maryland College of Veterinary Medicine, Virginia Tech, Blacksburg, VA, 24061, USA); Laura Parkhurst (Department of Population Health Sciences, Virginia-Maryland College of Veterinary Medicine, Virginia Tech, Blacksburg, VA, 24061, USA); Rebecca Sherrod (Department of Population Health Sciences, Virginia-Maryland College of Veterinary Medicine, Virginia Tech, Blacksburg, VA, 24061, USA); Julia M. Gohlke (Department of Population Health Sciences, Virginia-Maryland College of Veterinary Medicine, Virginia Tech, Blacksburg, VA, 24061, USA); Susan W. Marmagas (Department of Population Health Sciences, Virginia-Maryland College of Veterinary Medicine, Virginia Tech, Blacksburg, VA, 24061, USA)","Department of Geospatial Informatics, College of Arts and Sciences, Troy University, Troy, AL, 36082, USA; Department of Population Health Sciences, Virginia-Maryland College of Veterinary Medicine, Virginia Tech, Blacksburg, VA, 24061, USA; School of Arts and Sciences, Bluefield State College, Bluefield, WV, 24701, USA","Indoor radon exposure is the second leading cause of lung cancer in the United States, yet radon risk reduction programs often struggle to increase home radon testing rates. This study compared two outreach methods to improve home radon testing and examined the association between home radon levels and geologic data in Central Appalachian communities in Tazewell County, Virginia, and Mercer County, West Virginia. We recruited 327 residents via phone and 211 residents via in-person workshops in 2016 and 2017. In total, 538 radon test kits were distributed to residents for deployment in their homes and subsequent shipment to a certified laboratory for analysis. We received 225 valid test results, which were subsequently linked to geologic units derived from the United States Geological Survey based on geocoded addresses. Results indicate that participants recruited by phone were more likely to complete the home radon test than those recruited in-person from workshops. Of seven geologic formation categories in the study area, dolomite formations from the Cambrian–Ordovician period were associated with the highest median radon value, 4.25 pCi/L (0.38–124.45 pCi/L). Our results suggest that effectiveness of radon risk reduction programs may be improved by phone education and test kit distribution campaigns, targeting homes on geological formations previously associated with heightened radon levels.",NA,"Virginia Department of Health (VDH), Office of Radiological Health; United States Environmental Protection Agency (US EPA); Virginia Tech Institute for Critical Technology and Applied Sciences Diversity and Inclusion Seed Grant","Tazewell County, Virginia, and Mercer County, West Virginia",phone recruitment; in-person workshops; distribution of radon test kits; analysis of test results linked to geologic units,"CYH Wu, M Bennett, K Fox, A Hubbard… - Environmental Earth …, 2019 - Springer",2019,"Indoor radon exposure is the second leading cause of lung cancer in the United States, yet radon risk reduction programs often struggle to increase home radon testing rates. This …",NA,10,URL:html,https://doi.org/10.1007/s12665-019-8123-5,"Wu, Connor Y. H.; Bennett, M. i. c. h. a. e. l.; Fox, K. a. t. h. e. r. i. n. e.; Parkhurst, L. a. u. r. a.; Sherrod, R. e. b. e. c. c. a.; Gohlke, Julia M.; Marmagas, Susan W.",1261; 99; 377; 911; 1062; 423,"Wu, Connor Y. H.; Bennett, Michael; Fox, Katherine; Parkhurst, Laura; Sherrod, Rebecca; Gohlke, Julia M.",Springer Nature,436,1,7,6,6,Parsed field lost 1 new author and both fields were missing another 2 new authors,"Hubbard, Aaron; Holguin, Sarah; Marmagas, Susan W."
79,https://journals.sagepub.com/doi/abs/10.1177/01976931241275999,Sustaining the shell middens: A coastal vulnerability assessment of shell midden sites within the Nansemond River tributary,1,"https://scholar.google.com/scholar?cites=9957159960606248964&as_sdt=5,43&sciodt=0,43&hl=en&num=20",Coastal Vulnerability Index Development through Geospatial Analysis,NA,NA,NA,"ML Young, JA Jenkins",NA,"This study seeks to develop a coastal vulnerability index through geospatial analysis to assess the vulnerability of 35 precontact shell midden sites along the Nansemond River in Suffolk, Virginia. The Nansemond middens offer a long-term history of how coastal inhabitants interacted with their surrounding landscape, with occupation of the area ranging from the Early Archaic period through European contact.",NA,NA,"Nansemond River, Suffolk, Virginia",geospatial analysis; GIS,"ML Young, JA Jenkins - North American Archaeologist, 2024 - journals.sagepub.com",2024,"Shorelines have always been hubs of human activity and development meaning much of our cultural heritage is concentrated in coastal settings. In recent decades, changing …",https://www.academia.edu/download/118539765/Young_and_Jenkins_2024_North_Am_Arch_Coastal_Vulnerability_Index_Nansemond.pdf,6,URL:fetch_error | ALT:html,NA,"ML Young, JA Jenkins",1291; 569,"Young, M L; Jenkins, J A",NA,440,1,1,2,2,Reviewed & OK,
80,https://muse.jhu.edu/pub/12/article/870429/summary,A Place for Bourbon? A Geographical Analysis of Bourbon Production in the United States,1,"https://scholar.google.com/scholar?cites=1803059753812810180&as_sdt=20000005&sciodt=0,21&hl=en&num=20",Locational Patterns of Modern Bourbon Distillers,NA,Johns Hopkins University Press,2025,"C Copler, C Holtkamp, CC Myles",NA,"Using a survey of bourbon producers nationwide and GIS analysis, we explore the locational patterns of modern bourbon distillers to determine whether and how bourbon distilleries locate in settings reminiscent of the predominant bourbon-producing regions in Kentucky and/or affiliate themselves with the history and heritage of bourbon production. Our findings indicate that, rather than environmental factors, production decisions — access to raw materials, consumer preference and availability, and an inclination toward crafting a place-based product in a time of predominant neolocalism — were overwhelming drivers in location decisions.",NA,NA,NA,survey of bourbon producers; GIS analysis,"C Copler, C Holtkamp, CC Myles - southeastern geographer, 2022 - muse.jhu.edu",2022,• Common perceptions of bourbon are often oversimplified from reality.• Bourbon distilling is affected by the cultural and physical landscapes where it is produced.• The expansion of …,NA,10,URL:html,NA,"C Copler, C. Holtkamp, CC Myles",234; 510; 856,"Copler, C.; Holtkamp, C.; Myles, C C",Johns Hopkins University Press,441,1,1,3,3,Reviewed & OK,
81,https://www.sciencedirect.com/science/article/pii/S0167947321002024,Improving performances of MCMC for Nearest Neighbor Gaussian Process models with full data augmentation,1,"https://scholar.google.com/scholar?cites=10430807230690060570&as_sdt=5,43&sciodt=0,43&hl=en&num=20",Nonstationary Spatial Process Models with Spatially Varying Covariance Kernels,Journal of Computational and Graphical Statistics,NA,2025,"S Coube-Sisqueille, B Liquet",NA,NA,NA,NA,NA,NA,"S Coube-Sisqueille, B Liquet - Computational Statistics & Data Analysis, 2022 - Elsevier",2022,"Abstract Even though Nearest Neighbor Gaussian Processes (NNGP) alleviate MCMC implementation of Bayesian space-time models considerably, they do not solve the …",https://www.sciencedirect.com/science/article/am/pii/S0167947321002024,9,URL:html,NA,"S Coube-Sisqueille, B. Liquet",240; 689,"Coube-Sisqueille, S.; Liquet, B.",NA,442,1,1,2,2,Reviewed & OK,
82,https://www.researchgate.net/profile/Jailane-Gomes/publication/361822700_CARACTERIZACAO_GAMAESPECTROMETRICA_E_PETROGRAFICA_DE_GRAFITA_FLAKE_DISSEMINADA_EM_METASSEDIMENTOS_DE_ALTO_GRAU_METAMORFICO_NA_REGIAO_DE_QUATIS_SUL_DO_ESTADO_DO_RIO_DE_JANEIRO_GAMMA_SPECTROMETRIC_AND_P/links/62c71e38cab7ba7426d8e16b/CARACTERIZACAO-GAMAESPECTROMETRICA-E-PETROGRAFICA-DE-GRAFITA-FLAKE-DISSEMINADA-EM-METASSEDIMENTOS-DE-ALTO-GRAU-METAMORFICO-NA-REGIAO-DE-QUATIS-SUL-DO-ESTADO-DO-RIO-DE-JANEIRO-GAMMA-SPECTROMETRIC-AND.pdf,CARACTERIZAÇÃO GAMAESPECTROMÉTRICA E PETROGRÁFICA DE GRAFITA FLAKE DISSEMINADA EM METASSEDIMENTOS DE ALTO GRAU …,1,"https://scholar.google.com/scholar?cites=18195368102237394112&as_sdt=5,29&sciodt=0,29&hl=en&num=20",CARACTERIZAÇÃO GAMAESPECTROMÉTRICA E PETROGRÁFICA DE GRAFITA FLAKE DISSEMINADA EM METASSEDIMENTOS DE ALTO GRAU …,NA,ResearchGate (hosted copy),2022,J de Sousa Gomes,Universidade do Estado do Rio de Janeiro; Universidade Federal Rural do Rio de Janeiro,"A grafita flake investigada, ocorre na região sul do estado do Rio de Janeiro (SE Brasil), e está disseminada em metassedimentos (gnaisses metapelíticos) neoproterozoicos de alto …",NA,NA,NA,NA,"J de Sousa Gomes… - Geosciences …, 2022 - researchgate.net",2022,"A grafita flake investigada, ocorre na região sul do estado do Rio de Janeiro (SE Brasil), e está disseminada em metassedimentos (gnaisses metapelíticos) neoproterozoicos de alto …",https://www.researchgate.net/profile/Jailane-Gomes/publication/361822700_CARACTERIZACAO_GAMAESPECTROMETRICA_E_PETROGRAFICA_DE_GRAFITA_FLAKE_DISSEMINADA_EM_METASSEDIMENTOS_DE_ALTO_GRAU_METAMORFICO_NA_REGIAO_DE_QUATIS_SUL_DO_ESTADO_DO_RIO_DE_JANEIRO_GAMMA_SPECTROMETRIC_AND_P/links/62c71e38cab7ba7426d8e16b/CARACTERIZACAO-GAMAESPECTROMETRICA-E-PETROGRAFICA-DE-GRAFITA-FLAKE-DISSEMINADA-EM-METASSEDIMENTOS-DE-ALTO-GRAU-METAMORFICO-NA-REGIAO-DE-QUATIS-SUL-DO-ESTADO-DO-RIO-DE-JANEIRO-GAMMA-SPECTROMETRIC-AND.pdf,6,FromColumns,10.5016/geociencias.v41i1.16249,"Gomes, J. De Sousa",NA,NA,ResearchGate,449,2,1,0,0,Parsed field lost 1 new author and both fields were missing another 2 new authors,"Gomes, Jailane De Sousa; Silva, Francisco Da; Salomao, Marcelo dos santos
"
83,https://pubs.usgs.gov/publication/pp1888/full,"New U-Pb geochronology and geochemistry of Paleozoic metaigneous rocks from western Yukon and eastern Alaska, cross-border synthesis, and implications for …",1,"https://scholar.google.com/scholar?cites=684020677511928585&as_sdt=5,37&sciodt=0,37&hl=en&num=20",The tectonic evolution of and relation between the Yukon-Tanana terrane and the Lake George assemblage,NA,NA,NA,"C Dusel-Bacon, JK Mortensen",NA,"The tectonic evolution of and relation between the Yukon-Tanana terrane and the Lake George assemblage, as well as other associated tectonic assemblages in western Yukon and eastern Alaska, have been debated for decades. The Yukon-Tanana terrane is widely considered to be an allochthonous rifted fragment derived from the Laurentian continental margin, whereas the Lake George assemblage and associated assemblages are currently interpreted to be part of the parautochthonous continental margin of western North America (Laurentia). To address these topics, we present 40 new U-Pb zircon ages and 20 new whole-rock geochemical analyses. We incorporate these data into a new compilation of available geological mapping for a large area that straddles the Alaska-Yukon border, together with 34 previously published U-Pb age determinations and an extensive geochemical database of metaigneous rocks from Late Devonian to Early Mississippian and middle to late Permian assemblages in this area.",NA,NA,western Yukon and eastern Alaska,U-Pb zircon dating; whole-rock geochemical analyses; geological mapping,"C Dusel-Bacon, JK Mortensen - 2024 - pubs.usgs.gov",2024,"The tectonic evolution of and relation between the Yukon-Tanana terrane and the Lake George assemblage, as well as other associated tectonic assemblages in western Yukon …",https://pubs.usgs.gov/pp/1888/pp1888.pdf,1,URL:html,NA,"C Dusel-Bacon, JK Mortensen",312; 831,"Dusel-Bacon, C.; Mortensen, J K",U.S. Geological Survey,452,12,1,2,2,Reviewed & OK,
84,https://www.sciencedirect.com/science/article/pii/S0301420725001473,Quantifying conflict risks in raw material supply using the INFORM risk index,1,"https://scholar.google.com/scholar?cites=17150227176671070642&as_sdt=5,25&sciodt=0,25&hl=en&num=20",The ConflictRisk Method for Quantifying Conflict Risks in Raw Material Sourcing,NA,NA,NA,"A Koyamparambath, G Sonnemann, SB Young",NA,"The ConflictRisk method offers a product-focused method for companies to quantify risk of conflict in raw material sourcing at the country-level. Based on the GeoPolRisk framework, the ConflictRisk method replaces a governance indicator with the INFORM Risk Index indicator. A case study on 43 raw materials imported into the U.S. shows conflict risks for a broad range of raw materials. The ConflictRisk method integrates with Life Cycle Sustainability Assessment to align sustainability with responsible sourcing.",NA,NA,U.S.,ConflictRisk method; GeoPolRisk framework; INFORM Risk Index; Life Cycle Sustainability Assessment,"A Koyamparambath, G Sonnemann, SB Young - Resources Policy, 2025 - Elsevier",2025,"Regulations and initiatives focused on responsible sourcing of raw materials have grown in the last decades. So-called “conflict minerals”—typically tin, tantalum, tungsten, and gold …",NA,18,URL:html,NA,"A Koyamparambath, G. Sonnemann, SB Young",650; 1095; 1292,"Koyamparambath, A.; Sonnemann, G.; Young, S B",NA,455,3,1,3,3,Reviewed & OK,
85,https://dggs.alaska.gov/webpubs/dggs/pir/text/pir2024_006a.pdf,GEOLOGIC BACKGROUND AND MAP UNIT DESCRIPTIONS TO ACCOMPANY BEDROCK GEOLOGIC MAPS OF THE WESTERN TANACROSS AND …,NA,NA,"Geologic background and map unit descriptions to accompany bedrock geologic maps of the western Tanacross and Taylor Mountain areas, Tanacross and Eagle quadrangles, Alaska",NA; Preliminary Interpretive Report,"STATE OF ALASKA DEPARTMENT OF NATURAL RESOURCES DIVISION OF GEOLOGICAL & GEOPHYSICAL SURVEYS; STATE OF ALASKA, DEPARTMENT OF NATURAL RESOURCES, DIVISION OF GEOLOGICAL & GEOPHYSICAL SURVEYS; Alaska Division of Geological & Geophysical Surveys",2024,"Travis J. Naibert (Alaska Division of Geological & Geophysical Surveys); Alicja Wypych (Alaska Division of Geological & Geophysical Surveys); Rainer J. Newberry (Alaska Division of Geological & Geophysical Surveys); Evan Twelker (Alaska Division of Geological & Geophysical Surveys); Michelle M. Gavel (Alaska Division of Geological & Geophysical Surveys); Alec D. Wildland (Alaska Division of Geological & Geophysical Surveys); Michael L. Barrera (Alaska Division of Geological & Geophysical Surveys); David J. Szumigala (Alaska Division of Geological & Geophysical Surveys); Sean P. Regan (Geophysical Institute, University of Alaska Fairbanks); Dylan F. Avirett (Alaska Division of Geological & Geophysical Surveys); Curtis M. Bernard (Geophysical Institute, University of Alaska Fairbanks); Noel J.S. Blackwell (Alaska Division of Geological & Geophysical Surveys); Serena N. Fessenden (Alaska Division of Geological & Geophysical Surveys); David A. Harvey (Alaska Division of Geological & Geophysical Surveys); Angie K. Hubbard (Alaska Division of Geological & Geophysical Surveys); Steve S. Masterman (Alaska Division of Geological & Geophysical Surveys); Izzy P. Muller (Alaska Division of Geological & Geophysical Surveys); Mark M. Turner (Alaska Division of Geological & Geophysical Surveys); W. Chris Wyatt (Alaska Division of Geological & Geophysical Surveys)","Alaska Division of Geological & Geophysical Surveys; Geophysical Institute, University of Alaska Fairbanks",NA; This publication has not been reviewed for technical content or for conformity to the editorial standards for DGGS.,NA,NA,"Western Tanacross and Taylor Mountain areas, Tanacross and Eagle quadrangles, Alaska",helicopter-supported fieldwork; geochemical data analysis; U-Pb zircon age dating; 40Ar/39Ar age dating; detrital zircon analysis; airborne geophysical surveys,"IPM Masterman, MM Turner, WC Wyatt - dggs.alaska.gov",NA,"The Alaska Division of Geological & Geophysical Surveys (DGGS) Mineral Resources section conducted bedrock geological mapping of a 4,450-sq-km (1,720-sq-mi) area in …",https://dggs.alaska.gov/webpubs/dggs/pir/text/pir2024_006a.pdf,2; 6; 4; 3; 12; 1,URL:pdf,https://doi.org/10.14509/31167,"Naibert, T. J.; Wypych, A. l. i. c. j. a.; Newberry, R. J.; Twelker, E. v. a. n.; Gavel, M. M.; Wildland, A. D.; Barrera, M. L.; Szumigala, D. J.; Regan, S. P.; Avirett, D. F.; Bernard, C. M.; Blackwell, Noel J. S.; Fessenden, S. N.; Harvey, D. A.; Hubbard, A. K.; Masterman, S. S.; Muller, I. P.; Turner, M. M.; Wyatt, W. C.",859; 1267; 864; 1178; 402; 1241; 83; 1135; 986; 61; 106; 122; 359; 474; 527; 753; 845; 1266; 1338,"Naibert, Travis J.; Wypych, Alicja; Newberry, Rainer J.; Twelker, Evan; Gavel, Michelle M.; Wildland, Alec D.; Barrera, Michael L.; Szumigala, David J.; Regan, Sean P.; Avirett, Dylan F.; Bernard, Curtis M.; Blackwell, Noel J S; Fessenden, Serena N.; Harvey, David A.; Hubbard, Angie K.; Masterman, Steve S.; Muller, Izzy P.; Wyatt, W. Chris; Turner, M. M.",Alaska Division of Geological & Geophysical Surveys,466,29; 20; 34; 21; 40; 19; 43; 8; 11; 48; 49,19,18,18,"Parsed field lost existing author 1338 (Turner, M. M.)",
86,https://www.researchgate.net/profile/Armita-Davarpanah/publication/380865193_Knowledge-based_Query_System_for_the_Critical_Minerals/links/66563b180b0d28457461a5dd/Knowledge-based-Query-System-for-the-Critical-Minerals.pdf,Applied Computing and Geosciences,NA,NA,Applied Computing and Geosciences,NA,ResearchGate (hosted copy),NA,A Davarpanah; AB Hassan; WC Elliott,NA,"Critical minerals are increasingly used in advanced, modern technologies. Exploration for these minerals require efficient mechanisms to search for the latest geological knowledge …",NA,NA,NA,NA,"A Davarpanah, AB Hassan, WC Elliott - researchgate.net",NA,"Critical minerals are increasingly used in advanced, modern technologies. Exploration for these minerals require efficient mechanisms to search for the latest geological knowledge …",https://www.researchgate.net/profile/Armita-Davarpanah/publication/380865193_Knowledge-based_Query_System_for_the_Critical_Minerals/links/66563b180b0d28457461a5dd/Knowledge-based-Query-System-for-the-Critical-Minerals.pdf,7; 13,FromColumns,NA,"Davarpanah, A.; Hassan, A. B.; Elliott, W. C.",264; 324; 68,"Davarpanah, A.; Elliott, W C; Babaie, H A",ResearchGate,469,13; 4,3,2,2,"Parsed field lost existing author 68 (Babaie, H A)",
87,https://www.usgs.gov/publications/critical-minerals-ores-cmio-database,Critical Minerals in Ores (CMiO) Database,NA,NA,Critical Minerals in Ores (CMiO) Database,NA,US Geological Survey,2025,Mineral Resources Program,NA,NA,NA,NA,NA,NA,Mineral Resources Program… - 2025 - US Geological Survey,2025,NA,NA,8,FromColumns,10.3133/fs20253002,"Program, Mineral Resources",191; 432; 674; 87; 543; 505; 690; 1210; 1354,"Case, George N. D.; Graham, Garth E.; Lawley, C J M; Bastrakov, E.; Huston, D L; Hofstra, A H; Lisitsin, V.; Wang, B.; Hawkins, Steph",U.S. Geological Survey,470,13,1,9,9,Reviewed & OK,
