"","check.accents","Notes","replacement","author_id","author_name","canonical_key","extra","last_name","first_name","middle_name"
"300",NA,"",NA,265,"Davey, S C","davey|s",NA,"Davey","S","C"
"301",NA,"",NA,267,"Davies, N S","davies|n",NA,"Davies","N","S"
"302",NA,"",NA,268,"Davies, R S","davies|r",NA,"Davies","R","S"
"303",NA,"",NA,270,"Day, Warren C.","day|wc",NA,"Day","Warren","C"
"304",NA,"",NA,273,"Deacon, B.","deacon|b",NA,"Deacon","B",NA
"305",NA,"",NA,274,"DeAngelo, J.","deangelo|j",NA,"DeAngelo","J",NA
"306",NA,"",NA,1505,"Debret, Baptiste",NA,NA,"Debret","Baptiste",NA
"307",NA,"",NA,276,"Dechesne, M.","dechesne|m",NA,"Dechesne","M",NA
"308",NA,"",NA,277,"Decree, Sophie","decree|s",NA,"Decree","Sophie",NA
"309",NA,"",NA,1661,"Deemer, Eva",NA,NA,"Deemer","Eva",NA
"310",NA,"",NA,1672,"Dehghani, Kamran",NA,NA,"Dehghani","Kamran",NA
"311",NA,"",NA,281,"Deldicque, D.","deldicque|d",NA,"Deldicque","D",NA
"312",NA,"",NA,1417,"Delie, Gilles",NA,NA,"Delie","Gilles",NA
"313",NA,"",NA,282,"Demircan, Huriye","demircan|h",NA,"Demircan","Huriye",NA
"314",NA,"",NA,283,"DeMott, L M","demott|l",NA,"DeMott","L","M"
"315",NA,"",NA,286,"Denton, K M","denton|k",NA,"Denton","K","M"
"316",NA,"",NA,287,"Deutch, J.","deutch|j",NA,"Deutch","J",NA
"317",NA,"",NA,288,"DeVries, D R","devries|d",NA,"DeVries","D","R"
"318",NA,"",NA,289,"DeWitt, J D","dewitt|j",NA,"DeWitt","J","D"
"319",NA,"",NA,1398,"Dharmaratne, P. G. R.",NA,NA,"Dharmaratne","P","G R"
"320",NA,"",NA,290,"Diallo, M C","diallo|m",NA,"Diallo","M","C"
"321",NA,"",NA,292,"Dicken, C.","dicken|c",NA,"Dicken","C",NA
"322",NA,"",NA,293,"Dietrich, V E","dietrich|v",NA,"Dietrich","V","E"
"323",NA,"",NA,295,"Dilts, T E","dilts|t",NA,"Dilts","T","E"
"324",NA,"",NA,296,"Ding, S.","ding|s",NA,"Ding","S",NA
"325",NA,"",NA,1395,"Dissanayake, D. M. D. O. K.",NA,NA,"Dissanayake","D","M D O K"
"326",NA,"",NA,1554,"Dodson, Erich Kyle",NA,NA,"Dodson","Erich","Kyle"
"327",NA,"",NA,1618,"Doherty, Kyle D.",NA,NA,"Doherty","Kyle","D"
"328",NA,"",NA,297,"Dong, D T","dong|d",NA,"Dong","D","T"
"329",NA,"",NA,298,"Dong, J.","dong|j",NA,"Dong","J",NA
"330",NA,"",NA,299,"Dong, Y.","dong|y",NA,"Dong","Y",NA
"331",NA,"",NA,300,"Dortch, J M","dortch|j",NA,"Dortch","J","M"
"332",NA,"",NA,1594,"Dou, Shiquan",NA,NA,"Dou","Shiquan",NA
"333",NA,"",NA,301,"Doublier, M.","doublier|m",NA,"Doublier","M",NA
"334",NA,"",NA,303,"Downs, C.","downs|c",NA,"Downs","C",NA
"335",NA,"",NA,304,"Dozier, H J","dozier|h",NA,"Dozier","H","J"
"336",NA,"",NA,305,"Drenth, Benjamin J.","drenth|bj",NA,"Drenth","Benjamin","J"
"337",NA,"",NA,306,"Driscoll, J.","driscoll|j",NA,"Driscoll","J",NA
"338",NA,"",NA,307,"Driscoll, K P","driscoll|k",NA,"Driscoll","K","P"
"339",NA,"",NA,1630,"Du, Debin",NA,NA,"Du","Debin",NA
"340",NA,"",NA,1643,"Dufek, Eric J.",NA,NA,"Dufek","Eric","J"
"341",NA,"",NA,309,"Dumond, G.","dumond|g",NA,"Dumond","G",NA
"342",NA,"",NA,310,"Duncan, Jonathan M.","duncan|jm",NA,"Duncan","Jonathan","M"
"343",NA,"",NA,1697,"Dunham-Cheatham, Sarrah M.",NA,NA,"Dunham-Cheatham","Sarrah","M"
"344",NA,"",NA,311,"Dunn, J B","dunn|j",NA,"Dunn","J","B"
"345",NA,"",NA,312,"Dusel-Bacon, C.","duselbacon|c",NA,"Dusel-Bacon","C",NA
"346",NA,"",NA,313,"Dushyantha, N P","dushyantha|n",NA,"Dushyantha","N","P"
"347",NA,"",NA,314,"Duuring, P.","duuring|p",NA,"Duuring","P",NA
"348",NA,"",NA,315,"Earney, Tait E.","earney|te",NA,"Earney","Tait","E"
"349",NA,"",NA,316,"Eastman, K A","eastman|k",NA,"Eastman","K","A"
"350",NA,"",NA,317,"Ebel, B A","ebel|b",NA,"Ebel","B","A"
"351",NA,"",NA,318,"Eble, Cortland","eble|c",NA,"Eble","Cortland",NA
"352",NA,"",NA,1391,"Edirisinghe, P. M.",NA,NA,"Edirisinghe","P","M"
"353",NA,"",NA,320,"Eggert, R.","eggert|r",NA,"Eggert","R",NA
"354",NA,"",NA,1408,"Ehrenberger, Simone",NA,NA,"Ehrenberger","Simone",NA
"355",NA,"",NA,321,"Elaloui, E.","elaloui|e",NA,"Elaloui","E",NA
"356",NA,"",NA,322,"Eleish, A.","eleish|a",NA,"Eleish","A",NA
"357",NA,"",NA,323,"Elicki, Olaf","elicki|o",NA,"Elicki","Olaf",NA
"358",NA,"",NA,324,"Elliott, W C","elliott|w",NA,"Elliott","W","C"
"359",NA,"",NA,325,"Ellis, G S","ellis|g",NA,"Ellis","G","S"
"360",NA,"Fixed to be last, first jr",NA,593,"Ellis, J O Jr","jr|je","Jr","Ellis","J","O"
"361",NA,"",NA,1376,"Ellison, Eric T.",NA,NA,"Ellison","Eric","T"
"362",NA,"",NA,328,"Emsbo, Poul","emsbo|p",NA,"Emsbo","Poul",NA
"363",NA,"",NA,329,"Enkelmann, E.","enkelmann|e",NA,"Enkelmann","E",NA
"364",NA,"",NA,330,"Ennaciri, Y.","ennaciri|y",NA,"Ennaciri","Y",NA
"365",1,"This is an accented a and an accented o, updated name without accents to be replaced by this author_id",NA,332,"Erdey, László","erdey|l",NA,"Erdey","László",NA
"366",NA,"",NA,333,"Erickson, M L","erickson|m",NA,"Erickson","M","L"
"367",NA,"",NA,335,"Ernst, R E","ernst|r",NA,"Ernst","R","E"
"368",NA,"",NA,336,"Erradi, E M","erradi|e",NA,"Erradi","E","M"
"369",NA,"",NA,337,"Ertons, Melanie L.","ertons|ml",NA,"Ertons","Melanie","L"
"370",NA,"",NA,1606,"Escarguel, Gilles",NA,NA,"Escarguel","Gilles",NA
"371",NA,"",NA,338,"Espinoza, Luis A. Tercero","espinoza|lat","Tercero ","Espinoza","Luis","A"
"372",NA,"",NA,339,"Essehli, R.","essehli|r",NA,"Essehli","R",NA
"373",NA,"",NA,341,"Etschmann, B.","etschmann|b",NA,"Etschmann","B",NA
"374",NA,"",NA,342,"Ettensohn, F R","ettensohn|f",NA,"Ettensohn","F","R"
"375",NA,"",NA,343,"Eurich, A.","eurich|a",NA,"Eurich","A",NA
"376",NA,"",NA,344,"Evans, Anna","evans|a",NA,"Evans","Anna",NA
"377",NA,"",NA,345,"Evans, B R","evans|b",NA,"Evans","B","R"
"378",NA,"",NA,346,"Ewing, R.","ewing|r",NA,"Ewing","R",NA
"379",NA,"",NA,347,"Eyster, A.","eyster|a",NA,"Eyster","A",NA
"380",NA,"",NA,349,"Fame, M L","fame|m",NA,"Fame","M","L"
"381",NA,"",NA,1707,"Fanelli, Rosemary M.",NA,NA,"Fanelli","Rosemary","M"
"382",NA,"",NA,1688,"Fang, Daren",NA,NA,"Fang","Daren",NA
"383",NA,"",NA,1641,"Fang, Zongtang",NA,NA,"Fang","Zongtang",NA
"384",NA,"",NA,1605,"Fara, Emmanuel",NA,NA,"Fara","Emmanuel",NA
"385",NA,"",NA,1624,"Farmer, G. Lang",NA,NA,"Farmer","G","Lang"
"386",NA,"",NA,350,"Farrar, A.","farrar|a",NA,"Farrar","A",NA
"387",NA,"",NA,351,"Faruk, M U","faruk|m",NA,"Faruk","M","U"
"388",NA,"",NA,1580,"Faulkner, Mindy",NA,NA,"Faulkner","Mindy",NA
"389",NA,"",NA,352,"Favaro, F.","favaro|f",NA,"Favaro","F",NA
"390",NA,"",NA,353,"Favero, A.","favero|a",NA,"Favero","A",NA
"391",NA,"",NA,354,"Felch, M M","felch|m",NA,"Felch","M","M"
"392",NA,"",NA,355,"Feng, L.","feng|l",NA,"Feng","L",NA
"393",NA,"",NA,356,"Fenyves, Veronika","fenyves|v",NA,"Fenyves","Veronika",NA
"394",NA,"Fixed to be last, first (completed first name)",NA,223,"Ferguson, Christina L.","cl|f",NA,"Ferguson","Christina","L"
"395",NA,"",NA,358,"Ferrer, Mateus Meneghetti","ferrer|mm",NA,"Ferrer","Mateus","Meneghetti"
"396",NA,"",NA,359,"Fessenden, Serena N.","fessenden|sn",NA,"Fessenden","Serena","N"
"397",NA,"",NA,360,"Fewell, J S","fewell|j",NA,"Fewell","J","S"
"398",NA,"Fixed out of uppercase",NA,361,"Figueroa, Rodrigo T.","figueroa|rt",NA,"FIGUEROA","RODRIGO","T"
"399",NA,"",NA,362,"Fikru, M G","fikru|m",NA,"Fikru","M","G"
"400",NA,"",NA,363,"Finn, C A","finn|c",NA,"Finn","C","A"
"401",NA,"",NA,364,"Fisher, B N","fisher|b",NA,"Fisher","B","N"
"402",NA,"",NA,365,"Fisher, R N","fisher|r",NA,"Fisher","R","N"
"403",NA,"",NA,366,"Fisher, S R","fisher|s",NA,"Fisher","S","R"
"404",NA,"",NA,367,"Fitzgerald, Paul G.","fitzgerald|pg",NA,"Fitzgerald","Paul","G"
"405",NA,"",NA,368,"Fleischer, N A","fleischer|n",NA,"Fleischer","N","A"
"406",NA,"",NA,1418,"Fleischmann, Claudia",NA,NA,"Fleischmann","Claudia",NA
"407",NA,"",NA,1709,"Fleming, Brandon J.",NA,NA,"Fleming","Brandon","J"
"408",NA,"",NA,369,"Fleming, S.","fleming|s",NA,"Fleming","S",NA
"409",NA,"",NA,370,"Flores, P.","flores|p",NA,"Flores","P",NA
"410",NA,"",NA,371,"Flowers, R M","flowers|r",NA,"Flowers","R","M"
"411",NA,"",NA,372,"Foley, N.","foley|n",NA,"Foley","N",NA
"412",NA,"",NA,373,"Folsom, M.","folsom|m",NA,"Folsom","M",NA
"413",NA,"",NA,1364,"Ford, Arianne",NA,NA,"Ford","Arianne",NA
"414",NA,"",NA,374,"Forte, A M","forte|a",NA,"Forte","A","M"
"415",NA,"",NA,375,"Fortier, Steven M.","fortier|sm",NA,"Fortier","Steven","M"
"416",NA,"",NA,377,"Fox, Katherine","fox|k",NA,"Fox","Katherine",NA
"417",NA,"",NA,378,"Fox, S J","fox|s",NA,"Fox","S","J"
"418",NA,"",NA,379,"Fox, Thomas R.","fox|tr",NA,"Fox","Thomas","R"
"419",NA,"",NA,1500,"France-Lanord, Christian",NA,NA,"France-Lanord","Christian",NA
"420",NA,"",NA,1621,"Frazer, Ryan E.",NA,NA,"Frazer","Ryan","E"
"421",NA,"",NA,380,"Freed, D E","freed|d",NA,"Freed","D","E"
"422",NA,"",NA,381,"Freeman, P.","freeman|p",NA,"Freeman","P",NA
"423",NA,"",NA,1568,"Frenzel, Max",NA,NA,"Frenzel","Max",NA
"424",NA,"",NA,382,"Frost, Dan","frost|d",NA,"Frost","Dan",NA
"425",NA,"",NA,384,"Frus, R.","frus|r",NA,"Frus","R",NA
"426",NA,"",NA,1560,"Fuelling, Lauren J.",NA,NA,"Fuelling","Lauren","J"
"427",NA,"",NA,1617,"Fule, Peter Z.",NA,NA,"Fule","Peter","Z"
"428",NA,"",NA,1733,"Fulton, Patrick M.",NA,NA,"Fulton","Patrick","M"
"429",NA,"",NA,1644,"Fushimi, Rebecca R.",NA,NA,"Fushimi","Rebecca","R"
"430",1,"This is an accented u and an accented s, no seeming duplicates",NA,442,"Gürsoy, Yaşar Hakan","grsoy|yh",NA,"Gürsoy","Yaşar","Hakan"
"431",1,"This is an accented u, no seeming duplicates",NA,443,"Gürsu, Semih","grsu|s",NA,"Gürsu","Semih",NA
"432",NA,"",NA,388,"Gadd, M G","gadd|m",NA,"Gadd","M","G"
"433",NA,"",NA,1451,"Gadikota, Greeshma",NA,NA,"Gadikota","Greeshma",NA
"434",NA,"",NA,389,"Gale, M H","gale|m",NA,"Gale","M","H"
"435",NA,"",NA,1490,"Galfetti, Thomas",NA,NA,"Galfetti","Thomas",NA
"436",NA,"",NA,1549,"Gallardo, J.M.",NA,NA,"Gallardo","JM",NA
"437",NA,"",NA,390,"Gallen, S F","gallen|s",NA,"Gallen","S","F"
"438",NA,"",NA,392,"Gantait, A.","gantait|a",NA,"Gantait","A",NA
"439",NA,"",NA,1435,"Ganz, Taylor",NA,NA,"Ganz","Taylor",NA
"440",NA,"Completed first name to clarify it isn't a duplicate",NA,393,"Gao, Jinghan","gao|j",NA,"Gao","Jinghan",NA
"441",NA,"",NA,1407,"Gao, Jungang",NA,NA,"Gao","Jungang",NA
"442",NA,"",NA,1385,"Gao, Xiangyun",NA,NA,"Gao","Xiangyun",NA
"443",NA,"",NA,1646,"Garcia, Erika L.",NA,NA,"Garcia","Erika","L"
"444",NA,"",NA,1540,"Garcia, Jordan Sleyter Santa Cruz",NA,NA,"Garcia","Jordan","Sleyter Santa Cruz"
"445",NA,"",NA,394,"Garcia, Juan","garcia|j",NA,"Garcia","Juan",NA
"446",NA,"",NA,395,"Gardner, James E.","gardner|je",NA,"Gardner","James","E"
"447",NA,"",NA,396,"Gardner, W P","gardner|w",NA,"Gardner","W","P"
"448",NA,"",NA,397,"Garg, R D","garg|r",NA,"Garg","R","D"
"449",NA,"",NA,398,"Garg, S.","garg|s",NA,"Garg","S",NA
"450",NA,"",NA,399,"Gaschnig, R.","gaschnig|r",NA,"Gaschnig","R",NA
"451",NA,"",NA,400,"Gaucher, Eric C.","gaucher|ec",NA,"Gaucher","Eric","C"
"452",NA,"",NA,401,"Gautham, B. P.","gautham|bp",NA,"Gautham","B","P"
"453",NA,"",NA,402,"Gavel, Michelle M.","gavel|mm",NA,"Gavel","Michelle","M"
"454",NA,"",NA,403,"Gaydardzhiev, Stoyan","gaydardzhiev|s",NA,"Gaydardzhiev","Stoyan",NA
"455",NA,"",NA,404,"Gaynor, Sean P.","gaynor|sp",NA,"Gaynor","Sean","P"
"456",NA,"",NA,1625,"Ge, Jianping",NA,NA,"Ge","Jianping",NA
"457",NA,"",NA,405,"Gelman, S E","gelman|s",NA,"Gelman","S","E"
"458",NA,"",NA,406,"Gentilcore, D M","gentilcore|d",NA,"Gentilcore","D","M"
"459",NA,"",NA,407,"Georgi, J.","georgi|j",NA,"Georgi","J",NA
"460",NA,"",NA,408,"Gerven, Tom Van","gerven|tv",NA,"Gerven","Tom","Van"
"461",NA,"",NA,409,"Getch, J.","getch|j",NA,"Getch","J",NA
"462",NA,"",NA,410,"Geyin, M.","geyin|m",NA,"Geyin","M",NA
"463",NA,"",NA,411,"Ghere, C.","ghere|c",NA,"Ghere","C",NA
"464",1,"This is an accented c, no seeming duplicates",NA,412,"Ghienne, Jean-François","ghienne|j",NA,"Ghienne","Jean-François",NA
"465",NA,"",NA,413,"Ghorbani, Y.","ghorbani|y",NA,"Ghorbani","Y",NA
"466",NA,"",NA,414,"Ghosh, S.","ghosh|s",NA,"Ghosh","S",NA
"467",NA,"",NA,415,"Giarrusso, A.","giarrusso|a",NA,"Giarrusso","A",NA
"468",NA,"",NA,416,"Gibson, C.","gibson|c",NA,"Gibson","C",NA
"469",NA,"",NA,417,"Gilmer, A K","gilmer|a",NA,"Gilmer","A","K"
"470",NA,"",NA,418,"Gim, Jihyeon","gim|j",NA,"Gim","Jihyeon",NA
"471",NA,"",NA,419,"Girault, F.","girault|f",NA,"Girault","F",NA
"472",NA,"",NA,420,"Gity, Farzan","gity|f",NA,"Gity","Farzan",NA
"473",NA,"",NA,421,"Glen, Jonathan M G","glen|jm",NA,"Glen","Jonathan","M G"
"474",NA,"",NA,422,"Gnann, S J","gnann|s",NA,"Gnann","S","J"
"475",NA,"",NA,1552,"Goeking, Sara A",NA,NA,"Goeking","Sara","A"
"476",NA,"",NA,423,"Gohlke, Julia M.","gohlke|jm",NA,"Gohlke","Julia","M"
"477",NA,"",NA,424,"Goldberg, S L","goldberg|s",NA,"Goldberg","S","L"
"478",NA,"Moved 'Costa' from middle name to 'extra'",NA,1564,"Gomes, Diego Guilherme Costa",NA,"Costa","Gomes","Diego","Guilherme"
"479",NA,"Moved 'De Sousa' from middle name to 'extra'",NA,1536,"Gomes, Jailane De Sousa","","De Sousa","Gomes","Jailane",NA
"480",1,"This is an accented c, no seeming duplicates",NA,425,"Gonçalves, A N","gonalves|a",NA,"Gonçalves","A","N"
"481",NA,"",NA,426,"Gond, R.","gond|r",NA,"Gond","R",NA
"482",NA,"",NA,1412,"Gonzalez, Susana Garcia",NA,NA,"Gonzalez","Susana","Garcia"
"483",NA,"",NA,427,"Gonzalez-Alvarez, I.","gonzalezalvarez|i",NA,"Gonzalez-Alvarez","I",NA
"484",NA,"",NA,1713,"Goodling, Phillip J.",NA,NA,"Goodling","Phillip","J"
"485",NA,"",NA,428,"Gootman, K S","gootman|k",NA,"Gootman","K","S"
"486",NA,"",NA,1608,"Goudemand, Nicolas",NA,NA,"Goudemand","Nicolas",NA
"487",NA,"",NA,1521,"Gowda, Prasanna H.",NA,NA,"Gowda","Prasanna","H"
"488",NA,"",NA,430,"Graedel, T.","graedel|t",NA,"Graedel","T",NA
"489",NA,"",NA,431,"Graf, Roberta","graf|r",NA,"Graf","Roberta",NA
"490",NA,"",NA,432,"Graham, Garth E.","graham|ge",NA,"Graham","Garth","E"
"491",NA,"",NA,1645,"Graham, Matthew R.",NA,NA,"Graham","Matthew","R"
"492",NA,"",NA,433,"Granitto, M.","granitto|m",NA,"Granitto","M",NA
"493",NA,"",NA,434,"Grauch, V. J. S.","grauch|vjs",NA,"Grauch","V","J S"
"494",NA,"",NA,435,"Graybeal, F.","graybeal|f",NA,"Graybeal","F",NA
"495",NA,"",NA,436,"Graymer, R.","graymer|r",NA,"Graymer","R",NA
"496",NA,"",NA,437,"Grazioli, S.","grazioli|s",NA,"Grazioli","S",NA
"497",NA,"",NA,439,"Grigg, J.","grigg|j",NA,"Grigg","J",NA
"498",NA,"",NA,1501,"Groppo, Chiara",NA,NA,"Groppo","Chiara",NA
"499",NA,"",NA,1362,"Gross, Juliane",NA,NA,"Gross","Juliane",NA
"500",NA,"",NA,440,"Grover, Henry","grover|h",NA,"Grover","Henry",NA
"501",NA,"",NA,441,"Groves, D I","groves|d",NA,"Groves","D","I"
"502",NA,"",NA,1730,"Guo, Qing",NA,NA,"Guo","Qing",NA
"503",NA,"Fixed out of upper case",NA,1544,"Guo, Yongmei",NA,NA,"GUO","Yongmei",NA
"504",NA,"",NA,1496,"Gupta, Tushar",NA,NA,"Gupta","Tushar",NA
"505",NA,"",NA,444,"Gustafson, J O","gustafson|j",NA,"Gustafson","J","O"
"506",NA,"",NA,1693,"Gustin, Mae Sexauer",NA,NA,"Gustin","Mae","Sexauer"
"507",NA,"",NA,446,"Guzmics, Tibor","guzmics|t",NA,"Guzmics","Tibor",NA
"508",NA,"",NA,447,"Gyawu, E.","gyawu|e",NA,"Gyawu","E",NA
"509",NA,"",NA,448,"Gysi, Alexander P.","gysi|ap",NA,"Gysi","Alexander","P"
"510",NA,"",NA,449,"Habib, K.","habib|k",NA,"Habib","K",NA
"511",NA,"",NA,450,"Haeussler, P J","haeussler|p",NA,"Haeussler","P","J"
"512",NA,"",NA,451,"Hakim, A Y A","hakim|a",NA,"Hakim","A","Y A"
"513",NA,"",NA,452,"Hale, K E","hale|k",NA,"Hale","K","E"
"514",NA,"",NA,453,"Hale, T N","hale|t",NA,"Hale","T","N"
"515",NA,"",NA,454,"Hall, S.","hall|s",NA,"Hall","S",NA
"516",NA,"",NA,1602,"Hallock, Pamela",NA,NA,"Hallock","Pamela",NA
"517",NA,"",NA,455,"Hamed, Y.","hamed|y",NA,"Hamed","Y",NA
"518",NA,"",NA,1670,"Hamedani, Saleheh A. Nabavi",NA,NA,"Hamedani","Saleheh","A Nabavi"
"519",NA,"",NA,456,"Hamisi, J.","hamisi|j",NA,"Hamisi","J",NA
"520",NA,"",NA,458,"Hammarstrom, Jane M.","hammarstrom|jm",NA,"Hammarstrom","Jane","M"
"521",NA,"",NA,459,"Hammond, J C","hammond|j",NA,"Hammond","J","C"
"522",NA,"",NA,464,"Han, Jinhyup","han|j",NA,"Han","Jinhyup",NA
"523",NA,"",NA,465,"Han, T.","han|t",NA,"Han","T",NA
"524",NA,"",NA,460,"Haneberg, W C","haneberg|w",NA,"Haneberg","W","C"
"525",1,"This is an accented o, no seeming duplicates",NA,461,"Hanghøj, K.","hanghj|k",NA,"Hanghøj","K",NA
"526",NA,"",NA,462,"Hanna, Heather","hanna|h",NA,"Hanna","Heather",NA
"527",NA,"",NA,463,"Hannington, Mark D.","hannington|md",NA,"Hannington","Mark","D"
"528",NA,"",NA,1483,"Haque, Nawshad",NA,NA,"Haque","Nawshad",NA
"529",NA,"",NA,1711,"Hardesty, Deanna",NA,NA,"Hardesty","Deanna",NA
"530",NA,"",NA,467,"Hardman, Alice","hardman|a",NA,"Hardman","Alice",NA
"531",NA,"",NA,468,"Harpold, A.","harpold|a",NA,"Harpold","A",NA
"532",NA,"",NA,469,"Harrison, H N","harrison|h",NA,"Harrison","H","N"
"533",NA,"",NA,470,"Harrison, J.","harrison|j",NA,"Harrison","J",NA
"534",NA,"",NA,471,"Hartings, M R","hartings|m",NA,"Hartings","M","R"
"535",NA,"",NA,473,"Hartzell, S.","hartzell|s",NA,"Hartzell","S",NA
"536",NA,"",NA,474,"Harvey, David A.","harvey|da",NA,"Harvey","David","A"
"537",NA,"Fixed to be last,first",NA,1478,"Hassan-Beck, Haitem",NA,NA,"Hassan-Beck","Haitem",NA
"538",NA,"",NA,475,"Hauchecorne, Pauline","hauchecorne|p",NA,"Hauchecorne","Pauline",NA
"539",NA,"",NA,1612,"Hautmann, Michael",NA,NA,"Hautmann","Michael",NA
"540",NA,"",NA,1734,"Hawkins, Adam J.",NA,NA,"Hawkins","Adam","J"
"541",NA,"",NA,1354,"Hawkins, Steph",NA,NA,"Hawkins","Steph",NA
"542",NA,"",NA,477,"Hawksley, C.","hawksley|c",NA,"Hawksley","C",NA
"543",NA,"",NA,479,"Hazen, R M","hazen|r",NA,"Hazen","R","M"
"544",NA,"",NA,1726,"Hazra, Biplab",NA,NA,"Hazra","Biplab",NA
"545",NA,"",NA,1436,"Heard, Andi",NA,NA,"Heard","Andi",NA
"546",NA,"",NA,481,"Hearon, J S","hearon|j",NA,"Hearon","J","S"
"547",NA,"",NA,482,"Heck, Richard J.","heck|rj",NA,"Heck","Richard","J"
"548",NA,"",NA,484,"Hede, A N H","hede|a",NA,"Hede","A","N H"
"549",NA,"",NA,485,"Hedrick, G.","hedrick|g",NA,"Hedrick","G",NA
"550",NA,"",NA,486,"Hegeman, P.","hegeman|p",NA,"Hegeman","P",NA
"551",NA,"",NA,488,"Heitmuller, F T","heitmuller|f",NA,"Heitmuller","F","T"
"552",NA,"",NA,489,"Heizler, Matthew T.","heizler|mt",NA,"Heizler","Matthew","T"
"553",NA,"",NA,1647,"Hendrixson, Brent E.",NA,NA,"Hendrixson","Brent","E"
"554",NA,"",NA,490,"Hennessy, E.","hennessy|e",NA,"Hennessy","E",NA
"555",NA,"",NA,491,"Heptinstall, E A","heptinstall|e",NA,"Heptinstall","E","A"
"556",NA,"",NA,1548,"Hernandez-Saz, J.",NA,NA,"Hernandez-Saz","J",NA
"557",NA,"",NA,492,"Hertweck, Kate L.","hertweck|kl",NA,"Hertweck","Kate","L"
"558",NA,"",NA,493,"Hettler, J F","hettler|j",NA,"Hettler","J","F"
"559",NA,"",NA,1491,"Heuberger, Stefan",NA,NA,"Heuberger","Stefan",NA
"560",NA,"",NA,494,"Hevesi, J.","hevesi|j",NA,"Hevesi","J",NA
"561",NA,"",NA,495,"Hickin, A S","hickin|a",NA,"Hickin","A","S"
"562",NA,"",NA,1432,"Higuera, Philip E.",NA,NA,"Higuera","Philip","E"
"563",NA,"",NA,497,"Hillman, A.","hillman|a",NA,"Hillman","A",NA
"564",NA,"",NA,498,"Hine, A.","hine|a",NA,"Hine","A",NA
"565",NA,"",NA,1587,"Hinz, Nick",NA,NA,"Hinz","Nick",NA
"566",NA,"",NA,1598,"Hinze, William J.",NA,NA,"Hinze","William","J"
"567",NA,"",NA,500,"Hirsh, H.","hirsh|h",NA,"Hirsh","H",NA
"568",NA,"",NA,501,"Hnatyshin, D.","hnatyshin|d",NA,"Hnatyshin","D",NA
"569",NA,"",NA,502,"Hocquard, C.","hocquard|c",NA,"Hocquard","C",NA
"570",NA,"",NA,504,"Hofer, R.","hofer|r",NA,"Hofer","R",NA
"571",NA,"",NA,505,"Hofstra, A H","hofstra|a",NA,"Hofstra","A","H"
"572",NA,"",NA,1724,"Hogan, Christopher J.",NA,NA,"Hogan","Christopher","J"
"573",NA,"",NA,506,"Hogan, D E","hogan|d",NA,"Hogan","D","E"
"574",NA,"",NA,1534,"Holguin, Sarah",NA,NA,"Holguin","Sarah",NA
"575",NA,"",NA,507,"Holland, M. S P","holland|ms",NA,"Holland","M","S P"
"576",NA,"",NA,508,"Holm-Denoma, C S","holmdenoma|c",NA,"Holm-Denoma","C","S"
"577",NA,"",NA,509,"Holsopple, A R","holsopple|a",NA,"Holsopple","A","R"
"578",NA,"",NA,510,"Holtkamp, C.","holtkamp|c",NA,"Holtkamp","C",NA
"579",NA,"",NA,511,"Homan, D M","homan|d",NA,"Homan","D","M"
"580",NA,"",NA,512,"Honsberger, I.","honsberger|i",NA,"Honsberger","I",NA
"581",NA,"",NA,513,"Hool, A.","hool|a",NA,"Hool","A",NA
"582",NA,"",NA,514,"Hoos, A.","hoos|a",NA,"Hoos","A",NA
"583",NA,"",NA,515,"Hornuf, L.","hornuf|l",NA,"Hornuf","L",NA
"584",NA,"",NA,1740,"Horowitz, Frank",NA,NA,"Horowitz","Frank",NA
"585",NA,"Fixed to be last, first jr",NA,594,"Horton, J W Jr","jr|jh","Jr","Horton","J","W"
"586",NA,"",NA,518,"Hotchkiss, E.","hotchkiss|e",NA,"Hotchkiss","E",NA
"587",NA,"",NA,521,"Hou, C Y","hou|c",NA,"Hou","C","Y"
"588",NA,"",NA,522,"Hou, H.","hou|h",NA,"Hou","H",NA
"589",NA,"",NA,523,"Hou, T.","hou|t",NA,"Hou","T",NA
"590",NA,"",NA,1652,"Hou, Zengqian",NA,NA,"Hou","Zengqian",NA
"591",NA,"",NA,519,"Hough, S E","hough|s",NA,"Hough","S","E"
"592",1,"This is an accented e, no seeming duplicates",NA,520,"Houlé, M.","houl|m",NA,"Houlé","M",NA
"593",NA,"",NA,524,"Hsieh, P Y","hsieh|p",NA,"Hsieh","P","Y"
"594",NA,"",NA,1702,"Hu, Xie",NA,NA,"Hu","Xie",NA
"595",NA,"",NA,1689,"Hu, Xinqi",NA,NA,"Hu","Xinqi",NA
"596",NA,"",NA,525,"Huang, J.","huang|j",NA,"Huang","J",NA
"597",NA,"",NA,526,"Huang, Q.","huang|q",NA,"Huang","Q",NA
"598",NA,"",NA,1533,"Hubbard, Aaron",NA,NA,"Hubbard","Aaron",NA
"599",NA,"",NA,527,"Hubbard, Angie K.","hubbard|ak",NA,"Hubbard","Angie","K"
"600",NA,"",NA,528,"Hubbart, J A","hubbart|j",NA,"Hubbart","J","A"
"601",NA,"",NA,531,"Hudak, G J","hudak|g",NA,"Hudak","G","J"
"602",NA,"",NA,532,"Hudson, A M","hudson|a",NA,"Hudson","A","M"
"603",NA,"",NA,533,"Hudson, M R","hudson|m",NA,"Hudson","M","R"
"604",NA,"",NA,535,"Hui, J.","hui|j",NA,"Hui","J",NA
